,CommonName,Longitude,Latitude,Landmark,LSOA
1667,Silver Leigh,-2.935196365,53.37149557,Otterspool Park,E01006528
1668,Otterspool Drive,-2.939965005,53.36758387,Otterspool Drive,E01006528
1669,Riverside Drive,-2.939894425,53.36779117,Riverside Drive,E01006528
1670,West Allerton Station,-2.910717456,53.36963542,Booker Avenue,E01006680
1671,West Allerton Station,-2.909394009,53.36889044,Booker Avenue,E01006683
1672,Shirley Road,-2.901219471,53.36326247,Shirley Road,E01006686
1673,Dinesan Road,-2.896704506,53.36007845,Dinesen Road,E01006742
1674,Dinesen Road,-2.896378509,53.36029663,Dinesen Road,E01006742
1675,Jericho Close,-2.934973049,53.37227936,Jericho Close,E01006521
1676,Parliament Street,-2.97605358,53.39667905,Anglican Cathedral Rear,E01006515
1677,Sankey Street,-2.976364552,53.39909453,,E01006515
1678,Seel Street,-2.976224023,53.40083953,,E01006513
1679,Elliot Street,-2.980054268,53.40585093,Boots,E01033760
1680,Hartington Road,-2.944816911,53.38919991,,E01006549
1681,Buckingham Avenue,-2.939825057,53.38921235,St Agnes Church,E01006551
1682,Halkyn Avenue,-2.934317837,53.38972301,,E01006551
1683,Clifton Street,-2.901252634,53.35486655,Mersey View,E01006745
1684,Shrewsbury Road,-2.895950866,53.35567054,Heys Court Nursing Home,E01006745
1685,Garfourth Road,-2.893054983,53.3580114,,E01006742
1686,The Philharmonic Hall,-2.969360087,53.40126401,The Philharmonic Hall,E01006514
1687,The Philharmonic Hall,-2.968730735,53.401368,,E01006513
1688,Egerton Street,-2.968025557,53.39680734,,E01033768
1689,Peel Street,-2.959195998,53.3820289,,E01006678
1690,Aston Street,-2.894640413,53.34977464,Methodist Church,E01006740
1691,Woolton Road,-2.896754258,53.35457684,Woolton Road,E01006745
1692,Church Road,-2.913850531,53.38891067,,E01006590
1693,Plattsville Road,-2.913654513,53.38888521,,E01006590
1694,New Mersey Shopping Park,-2.879173106,53.3486042,Queensway Superstore,E01006743
1695,New Mersey Shopping Park,-2.87902938,53.34891987,,E01006743
1696,Upper Stanhope Street,-2.966367401,53.39531064,Greek Orthodox Church,E01006673
1697,Rosebery Street,-2.962684851,53.39406397,,E01006679
1698,Brittannia Inn,-2.964234551,53.37414094,Brittania Inn PH,E01032505
1699,Brittannia Inn,-2.963681134,53.37426227,Brittania Inn PH,E01032505
1700,Royden Way,-2.970958111,53.37764606,Columbus Quay Flats,E01033748
1701,Armstrong Quay,-2.970019731,53.37736604,Columbus Quay Flats,E01033748
1702,Juvenal Street,-2.981921106,53.41571442,Kingsway Tunnel Entrance,E01033764
1703,Leeds Street,-2.982449811,53.41515276,Kingsway Tunnel Entrance,E01033764
1704,Crown Street,-2.964571977,53.40835011,Royal Liverpool Hospital,E01006747
1705,Banks Lane,-2.890727707,53.34800613,Banks Lane,E01006738
1706,Bank Hall Station,-2.987006342,53.43778518,Bank Hall Station,E01006778
1707,Wolsey Street,-2.987886856,53.44069929,The Derby Hotel,E01006778
1708,Lovel Road,-2.848229522,53.34189776,,E01006753
1709,Lovel Road,-2.847798112,53.34210757,Lovel Road,E01006753
1710,Hale Drive,-2.829880527,53.33829641,,E01006757
1711,Jericho Farm Close,-2.937690436,53.36939955,,E01006528
1712,Dakota Drive,-2.887881837,53.34117776,Liverpool Airport,E01006739
1713,Dakota Drive,-2.888048521,53.34124843,Liverpool Airport,E01006739
1714,Estuary Business Park,-2.876928141,53.34462065,Estuary Business Park,E01006743
1715,Estuary Business Park,-2.87658124,53.34455128,Estuary Business Park,E01006739
1716,Estuary Banks,-2.865120115,53.34453607,Speke Hall,E01006739
1717,Cartwrights Farm Road,-2.864824293,53.34476294,Speke Hall,E01006739
1718,Western Avenue,-2.852304197,53.3398552,,E01006741
1719,Holly Farm Road,-2.890660652,53.35847874,,E01006743
1720,Logfield Drive,-2.886490763,53.34869388,Speke Road,E01006743
1721,Skyhawk Avenue,-2.885744241,53.34891516,Speke Road,E01006739
1722,Vesuvian Drive,-2.89019996,53.34791119,Brunswick Street,E01006743
1723,Stratford Road,-2.922389811,53.36589626,,E01006684
1724,Warnerville Road,-2.904757808,53.40754199,Broadgreen Road,E01006575
1725,Edge Lane Drive,-2.903172842,53.40799444,,E01006567
1726,Lime Street Station,-2.978378305,53.40688942,Lime Street Station,E01033760
1727,Moorefields,-2.988571363,53.40792906,Moorfields Station,E01033760
1728,High Park Street,-2.957018619,53.39085554,,E01006675
1729,Ardleigh Road,-2.926295933,53.41015437,Henry Street,E01032509
1730,Ardleigh Road,-2.926315858,53.41037894,Ardleigh Road,E01032509
1731,Borrowdale Road,-2.928882718,53.39009802,,E01006550
1732,Botanic Place,-2.943418077,53.40821353,Botanic Road,E01006690
1733,Deane Road,-2.943468968,53.4084738,,E01006690
1734,Sidwell Street,-2.896932822,53.3544946,James Street,E01006745
1735,Hartington Road,-2.945404229,53.3892402,,E01006549
1736,Lisburn Road,-2.933456599,53.37235415,,E01006529
1737,Whitehedge Road,-2.907298399,53.35797585,,E01006688
1738,Heald Street,-2.899771767,53.35446424,Heald Street,E01006745
1739,Longman Drive,-2.858526089,53.34902423,,E01006739
1740,Evans Road,-2.858455503,53.34924947,Speke Hall Road,E01006739
1741,Bray Road,-2.850175768,53.34686377,Bray Road,E01006741
1742,Tarbock Road,-2.849710524,53.34688506,,E01006758
1743,Western Avenue,-2.853090943,53.33939114,The Pegasus Public House,E01006741
1744,Dunlop Road,-2.853119361,53.33931003,Oglet Lane,E01006741
1745,Hale Road,-2.852224811,53.33964003,,E01006741
1746,Damwood Road,-2.851740362,53.3402008,Damwood Road,E01006753
1747,Dunlop Road,-2.858624784,53.3419762,Trading Estate,E01006739
1748,Dunlop Road,-2.85806859,53.34195324,Trading Estate,E01006741
1749,Oldbridge Road,-2.834030887,53.34087426,,E01006755
1750,Oldbridge Road,-2.832081081,53.34101372,,E01006755
1751,Back Canning Street,-2.968617089,53.39901382,Roman Catholic Church,E01006514
1752,Brabant Road,-2.930907453,53.36987514,Church Lane,E01006519
1753,Bank Hall Station,-2.986286732,53.43661359,Bank Hall Station,E01006778
1754,Falkner Street,-2.968227753,53.39908889,Blackburne Arms PH,E01006514
1755,Fulwood Drive,-2.943970177,53.37675693,Fulwood Drive,E01006629
1756,Alderfield Drive,-2.829703645,53.33846843,,E01006757
1757,Heathgate Road,-2.829438728,53.34029503,,E01006757
1758,Stirling Road,-2.860355438,53.34363568,,E01006739
1759,Speke Church Road,-2.860150973,53.3439248,,E01006739
1760,Windward Drive,-2.875543647,53.34742638,Estuary Business Park,E01006743
1761,Estuary Banks,-2.875293207,53.34693382,Estuary Business Park,E01006743
1762,Jericho Farm Close,-2.937604815,53.36960697,,E01006528
1763,Old Hall Street,-2.993785824,53.40898242,,E01033752
1764,Sefton Park Road,-2.950323315,53.38933597,,E01006675
1765,Brunswick Station,-2.976911428,53.38357513,Brunswick Station,E01033748
1766,Brunswick Station,-2.976688009,53.38366685,Brunswick Station,E01033748
1767,Promenade Gardens,-2.960562879,53.37462899,Festival Hall,E01032505
1768,Promenade Gardens,-2.958612579,53.37479748,Festival Hall,E01032505
1769,Milner Road,-2.930870996,53.37027094,Brabant Road,E01006529
1770,Chequers Gardens,-2.923188255,53.36668111,,E01006519
1771,Lynmouth Road,-2.925395307,53.36727526,,E01006519
1772,Riversdale Road,-2.918171466,53.36401415,Liverpool Cricket Club,E01006684
1773,Aigburth Hall Avenue,-2.918210214,53.36441835,Aigburth Hall Avenue,E01006684
1774,Ranelagh Drive South,-2.915281623,53.3631015,The Kingsman PH,E01006684
1775,Beechwood Road,-2.916108953,53.36314009,,E01006684
1776,Fletcher Drive,-2.912470186,53.36092973,,E01006688
1777,Riverbank Road,-2.91315258,53.36192228,,E01006685
1778,Cressington Station,-2.910149086,53.35989575,St Marys Church,E01006688
1779,Cressington Station,-2.910170513,53.35949108,St Marys Church,E01006688
1780,Whitehedge Road,-2.907474157,53.3584689,,E01006688
1781,Crown Street,-2.963932347,53.40800471,Royal Liverpool Hospital,E01006747
1782,Bempton Road,-2.946398797,53.36968137,,E01006628
1783,Bempton Road,-2.946592873,53.37030007,,E01006628
1784,Festival Gardens,-2.954302247,53.37361852,Pleasure Island,E01006628
1785,Festival Gardens,-2.953700509,53.37359636,Pleasure Island,E01032505
1786,Aston Street,-2.89479551,53.35000719,,E01006740
1787,Upper Warwick Street,-2.961305318,53.39290652,,E01006673
1788,Beaconsfield Street,-2.958701091,53.39211847,Methodist Centre,E01006675
1789,Princes Gate West,-2.956714705,53.39071415,,E01006675
1790,Riverside Drive,-2.972977343,53.38049709,,E01033748
1791,Cumberland Avenue,-2.935367861,53.38960692,St Marys School,E01006551
1792,Church Road,-2.898255782,53.35381947,Woodger Street,E01006745
1793,Westmorland Place,-2.982216835,53.4226694,Dolly Hickeys Pub,E01006779
1794,Croxteth Hall Lane,-2.885353891,53.43657758,,E01006624
1795,Pinewood Avenue,-2.89193736,53.45119832,,E01006665
1796,Crucian Way,-2.891121889,53.45108755,,E01006667
1797,Midhurst Road,-2.872829802,53.4498024,,E01006668
1798,Drake Crescent,-2.919565726,53.46705179,,E01006658
1799,Manica Crescent,-2.925962158,53.46678664,,E01006655
1800,Karonga Way,-2.925980546,53.46693931,,E01006655
1801,Brookfield centre,-2.943328672,53.46057433,,E01006659
1802,Arundel Street,-2.970898247,53.44171952,Arundel Street,E01006698
1803,Sterling Way,-2.982744643,53.42858874,Cherubs Day Nursery,E01033764
1804,Aspes Road,-2.879471533,53.43091315,,E01006639
1805,Leamoore Close,-2.878991267,53.43097961,Bow And Arrow Ph,E01006639
1806,Mill Lane,-2.909927176,53.43265351,,E01006617
1807,Park Road,-2.968171053,53.38599247,Sports Centre,E01006632
1808,Wavertree Road,-2.954532386,53.40473636,,E01006751
1809,Mill Street,-2.965598696,53.38128512,,E01006632
1810,Malwood Street,-2.968679848,53.38125116,,E01006633
1811,Cheadle Avenue,-2.922902416,53.4153133,,E01006711
1812,Briar Street,-2.985008895,53.43343308,,E01006702
1813,Taggart Avenue,-2.894813587,53.38958525,St Katharines College,E01006582
1814,Eldred Road,-2.899026701,53.39043451,St Joseph's Home,E01006582
1815,Pleasant Hill Street,-2.981710239,53.39153593,The Coburg,E01033765
1816,Hill Street,-2.98118226,53.39015597,,E01033765
1817,Navigation Wharf,-2.980124381,53.38796237,Renault Showroom,E01033765
1818,Navigation wharf,-2.980426493,53.38802281,Northumberland Street,E01033765
1819,Lindfield Close,-2.971441083,53.38367372,Factory,E01006630
1820,Lindfield Close,-2.971391485,53.38347636,Grain Industrial Estate,E01006630
1821,Measham Way,-2.884419763,53.45320479,,E01006665
1822,Chelwood Avenue,-2.886595298,53.40654566,,E01006584
1823,Brookside Avenue,-2.891351149,53.41529235,,E01006567
1824,Boswell Street,-2.949496161,53.39608425,,E01006556
1825,Croxteth Road,-2.949354711,53.3897302,Croxteth Road,E01006549
1826,Windsor Street,-2.966494192,53.39161516,,E01006673
1827,Prescot Road,-2.914107344,53.4142214,,E01032508
1828,Childwall Valley Road,-2.882767091,53.39892451,Barnside Court,E01006580
1829,No. 46,-2.881250693,53.39759637,,E01006580
1830,No. 54,-2.880781201,53.39743804,Playing Fields,E01006580
1831,Staniforth Place,-2.891420405,53.40493668,,E01006576
1832,Florentine Road,-2.912238555,53.42180432,,E01006621
1833,Wimbledon Street,-2.927323386,53.39791252,Picton Sports Centre,E01006724
1834,Leeward Drive,-2.872552498,53.34586624,Estuary Business Park,E01006739
1835,Leeward Drive,-2.872511846,53.34608227,Estuary Business Park,E01006743
1836,Speke Boulevard,-2.865819478,53.34865691,Estuary Business Park,E01006739
1837,Estuary Banks,-2.866456182,53.34671967,Estuary Business Park,E01006739
1838,Estuary Banks,-2.867263391,53.34652504,Estuary Business Park,E01006743
1839,Conleach Road,-2.843916612,53.34178452,Harefield Road,E01006753
1840,Harefield Road,-2.844257045,53.34153043,Conleach Road,E01006753
1841,Summers Road,-2.977542762,53.38225757,Brunswick Business Park,E01033748
1842,Warwick Street,-2.978788912,53.38873739,,E01033765
1843,Alt Street,-2.954492632,53.39355447,Our Lady of Lourdes and St Bernards RC Church,E01006674
1844,Windermere Terrace,-2.948997481,53.38651501,St Marys RC High School,E01006675
1845,Windsor Street,-2.964901075,53.38832911,Our Lady of Mount Carmel Primary School,E01006678
1846,Hyslop Street,-2.971676725,53.39071913,,E01006518
1847,Hyslop Street,-2.972047667,53.39050038,,E01006518
1848,Leeds Street,-2.996297574,53.41346494,Waterloo Dock,E01033751
1849,Johnson Street,-2.986194855,53.41119372,,E01033762
1850,St Georges Hall,-2.9793601,53.40837353,St Georges Hall,E01033760
1851,Birt Close,-2.956313721,53.39697366,Princes Primary School,E01006679
1852,Royden Way,-2.973596473,53.38061789,,E01033748
1853,Talton Road,-2.934554091,53.39707409,Post Office,E01006722
1854,Woodstock Street,-2.982197853,53.42249877,Dolly Hickeys Pub,E01006779
1855,Deysbrook Lane,-2.886537962,53.43705419,,E01006624
1856,Blackrod Avenue,-2.850652245,53.34514349,Blackrod Avenue,E01006741
1857,Stapleton Avenue,-2.850442689,53.34442587,Stapleton Avenue,E01006758
1858,Pleasant Hill Street,-2.982025758,53.39152434,Granary Way,E01033765
1859,Tewit Hall Road,-2.85134178,53.34281044,Tewitt Hall Road,E01006741
1860,Central Avenue,-2.850977948,53.34264224,Central Avenue,E01006758
1861,Little Heath Road,-2.836360685,53.34096581,Littleheath Road,E01006755
1862,Little Heath Road,-2.835688068,53.34113233,Littleheath Road,E01006755
1863,Eastern Avenue,-2.830226605,53.3406491,Eastern Avenue,E01006755
1864,Lambourne Road,-2.938463621,53.44213162,,E01006732
1865,Sefton Road,-2.934340414,53.46691017,Aintree University Hospital,E01006654
1866,St Oswald Street,-2.914392387,53.41418326,Housing Office,E01032508
1867,West Derby Street,-2.964263436,53.40734584,Royal William PH,E01006747
1868,Liverpool ONE,-2.986634852,53.40225509,Liverpool ONE,E01033754
1869,Thingwall Road,-2.899236659,53.40253196,,E01006577
1870,Taggart Avenue,-2.893438505,53.38926297,School Sports Ground,E01006583
1871,South Way,-2.906088122,53.40077226,,E01006586
1872,Strawberry Road,-2.93200683,53.44359343,,E01006730
1873,Ternhall Road,-2.920981006,53.45588578,,E01006660
1874,Swainson Road,-2.927611585,53.46920082,Swainson Road,E01006655
1875,Stalisfield Avenue,-2.910333,53.44037182,Derby Mills PH,E01006599
1876,Kerman Close,-2.907346328,53.44150916,Millbrook College,E01006623
1877,Walton Station,-2.966721603,53.45734907,Walton Station,E01006786
1878,Walton Station,-2.966041346,53.45723771,Walton Station,E01006787
1879,Speke Hall Avenue,-2.866997721,53.34971804,,E01006743
1880,Speke Hall Road,-2.86739555,53.35007471,Factory,E01006743
1881,Woodend Avenue,-2.851623244,53.34864224,Glaxo Factory,E01006741
1882,Western Avenue,-2.85212998,53.34844087,Glaxo Factory,E01006741
1883,Inchape Road,-2.885249249,53.40619609,,E01006773
1884,Latham Street,-2.983463188,53.42972442,Police Station,E01006778
1885,Pansy Street,-2.98491702,53.43271472,Prince of Wales PH,E01006778
1886,Dunbabin Road,-2.906116691,53.39291576,,E01006582
1887,Woolton Mount,-2.866689146,53.37818815,Woolton Mount,E01006793
1888,Wavertree Station,-2.923849091,53.40345864,,E01006725
1889,Binns Road,-2.918536508,53.40820981,,E01006716
1890,Mill Bank,-2.918983238,53.42753243,Holly Lodge School,E01006618
1891,Three But Lane,-2.921145365,53.42938545,,E01006618
1892,Major Street,-2.982858206,53.42698778,Stanley Health Centre,E01006779
1893,Meadow Lane,-2.909763553,53.43274464,Meadow Lane,E01006617
1894,West Derby Street,-2.964240674,53.40766963,Liverpool University Buildings,E01006747
1895,Upper Warwick Street,-2.967397291,53.39165279,Sports Ground,E01006673
1896,Little Parkfield Road,-2.951017528,53.38405394,,E01006520
1897,Whinmoor Road,-2.900534655,53.42125496,,E01006621
1898,Glenconner Road,-2.885058131,53.40568515,,E01006773
1899,Sefton Road,-2.934719465,53.46770721,Aintree University Hospital,E01006655
1900,Totnes Road,-2.898349759,53.46035478,,E01006663
1901,Commercial Road,-2.9861512,53.43531132,Commercial Road,E01006778
1902,Gower Street,-2.987430062,53.3989226,Liverpool Echo Arena,E01033750
1903,Liver Street,-2.987323083,53.39949878,Liverpool Echo Arena,E01033754
1904,Queens Wharf,-2.985801503,53.39678771,Liverpool Echo Arena,E01033754
1905,Blundell Street,-2.984539788,53.39620485,Queens Wharf,E01033754
1906,Parliament Street,-2.982893874,53.393306,Queens Dock,E01033750
1907,Upper Warwick Street,-2.971639518,53.3917262,,E01006518
1908,St Michael's Road,-2.947612383,53.37831012,Kwiksave Supermarket,E01006628
1909,Thirlstane Street,-2.947915579,53.37842457,Aigburth Library,E01006628
1910,Lark Lane,-2.947787295,53.3787402,Aigburth Library,E01006523
1911,James Street,-2.97633761,53.397261,,E01006515
1912,Upper Duke Street,-2.976117167,53.39879991,Anglican Cathedral Rear,E01006513
1913,Myrtle Street,-2.962491392,53.40015103,,E01033757
1914,Lowther Street,-2.961675657,53.39732609,Lowther Street,E01006512
1915,Kingsley Road,-2.957692747,53.39743902,Princes Special School,E01006679
1916,Hawarden Avenue,-2.930833711,53.39061317,,E01006554
1917,Gresford Avenue,-2.931490007,53.3910575,,E01006554
1918,Lathbury Lane,-2.932233003,53.38996404,,E01006551
1919,Kempton Road,-2.934102078,53.40184175,,E01006720
1920,Hey Green Road,-2.926843973,53.40007358,,E01006725
1921,Picton Road,-2.92565384,53.39998393,,E01006727
1922,Cambridge Street,-2.962234651,53.4021037,Cambridge Street,E01006512
1923,Sugnall Street,-2.969451337,53.40130821,Philharmonic Pub,E01006514
1924,Sugnall Street,-2.968564295,53.4013244,Philharmonic Pub,E01006513
1925,Egerton Street,-2.968155784,53.39658156,,E01006514
1926,Kingsley Road,-2.955949966,53.39081017,,E01006675
1927,Granby Street,-2.956116956,53.39088074,,E01006675
1928,Rumney Place,-2.977981797,53.43812011,Cavendish House,E01006699
1929,Rumney Place,-2.978348573,53.43770362,,E01006701
1930,Sherwood Street,-2.99668968,53.42058089,,E01006776
1931,Charlton Road,-2.913812588,53.40678986,,E01006585
1932,Gredington Street,-2.958261325,53.38124538,,E01032506
1933,Corn Street,-2.970972545,53.38554723,Southern Area Memorial Hall,E01006632
1934,Beresford Road,-2.968255901,53.38310633,Florence Institute For Boys,E01006632
1935,Dingle Brow,-2.961078757,53.37951483,,E01006633
1936,Sparling Street,-2.983311955,53.39904649,,E01033754
1937,Sparling Street,-2.982647211,53.39891713,,E01033754
1938,Halkyn Avenue,-2.933422673,53.39004463,Halkyn Avenue,E01006554
1939,Hawkins Street,-2.948827871,53.41200891,,E01006696
1940,Bankfield Road,-2.924784379,53.42646291,Peter Lloyd College and Sports Centre,E01006761
1941,Celia Street,-2.987366592,53.43968785,,E01006778
1942,Halkyn Avenue,-2.933137612,53.39007382,Halkyn Avenue,E01006554
1943,Gerneth Close,-2.858008077,53.34716725,,E01006739
1944,Lydieth Lea,-2.840674498,53.39149797,,E01006706
1945,Sullington Drive,-2.836567913,53.392192,Falcon PH,E01006706
1946,Kings Drive,-2.8538857,53.38290971,,E01006709
1947,Naylorsfield Drive,-2.848811125,53.39535054,,E01006771
1948,Canalside Grove,-2.991246865,53.42335883,Hail and Ride,E01006779
1949,Canalside Grove,-2.991429087,53.42342923,Hail and Ride,E01006779
1950,New Mersey Retail Park,-2.875387438,53.34933318,Ravenside Retail Park,E01006743
1951,Estuary Boulevard,-2.875367076,53.34907265,Ravenside Retail Park,E01006743
1952,Stephenson Road,-2.918329486,53.40907433,Edge Lane Playground,E01006716
1953,Crosshall Street,-2.986214747,53.4088025,Municipal Buildings,E01033762
1954,Cheltenham Avenue,-2.939045667,53.38932635,Croxteth Gate,E01006551
1955,Liverpool South Parkway,-2.892313027,53.35773829,War Memorial,E01006742
1956,Elm Hall Drive,-2.912405661,53.38673742,,E01006591
1957,Wavertree Road,-2.948362652,53.40462373,,E01033763
1958,North Hill Street,-2.960985935,53.39274729,,E01006673
1959,Cumberland Street,-2.987333425,53.40838875,Municipal Buildings,E01033762
1960,Castle Street,-2.989353962,53.40535174,Castle Street,E01033752
1961,North John Street,-2.988783091,53.40538344,North John Street,E01033752
1962,Derby Square,-2.989440444,53.40518923,Merchants Court,E01033756
1963,Cook Street,-2.990296843,53.40579337,San Carlo,E01033752
1964,Horrocks Avenue,-2.893362929,53.35693042,Garston Station,E01006743
1965,Island Road,-2.893560106,53.35701883,Garston Station,E01006743
1966,Liverpool South Parkway,-2.891535394,53.35791489,Garston British Legion,E01006743
1967,Lathbury Lane,-2.932052789,53.38997443,,E01006551
1968,Clarence Street,-2.972369441,53.40395419,,E01006513
1969,Towerlands Street,-2.956082197,53.40609926,Towerlands Street,E01033763
1970,Beloe Street,-2.96460137,53.38172466,Kirkburn Close,E01006633
1971,Rodney Street,-2.972364112,53.40372052,,E01006513
1972,Irvine Street West,-2.959597122,53.40721265,Mount Vernon Road,E01006748
1973,Mount Vernon Road,-2.959277233,53.40703544,,E01006748
1974,Towerlands Street,-2.955954976,53.40713401,Towerlands Street,E01033763
1975,Hartsbourne Avenue,-2.876134108,53.39817337,Both Directions,E01006769
1976,Darby Road,-2.911319989,53.36406667,Hail And Ride,E01006685
1977,County Boundary,-2.823633099,53.33753071,Hale Road,E01006757
1978,Solar Road,-2.955804947,53.46482574,Solar Road,E01006783
1979,Back Gillmoss Lane,-2.901788773,53.46129966,Back Gilmoss Lane,E01006663
1980,Shorefields School,-2.958374476,53.37825115,Dingle Lane,E01032505
1981,Shorefields School,-2.958409785,53.37848458,Dingle Lane,E01032506
1982,York Avenue,-2.937713966,53.38962447,York Avenue,E01006554
1983,Belvidere Road,-2.957889293,53.38744175,,E01006675
1984,Windsor Street,-2.97015432,53.39452485,Windsor Street,E01006673
1985,Harbour Drive,-2.896978628,53.35095261,,E01006740
1986,Harbour Drive,-2.896283719,53.35076907,,E01006740
1987,Ganworth Road,-2.838423735,53.34047492,,E01006755
1988,Belle Vale Road,-2.85450633,53.38912557,Belle Vale Road,E01006709
1989,Westbrook Road,-2.853947903,53.3890217,,E01006709
1990,Conleach Road,-2.840403721,53.34187225,Austin Rawlinson Sports Centre,E01006755
1991,Hunts Cross Station,-2.856712223,53.35895205,Hunts Cross Station,E01006537
1992,Cruise Line Terminal,-2.999281588,53.4072646,,E01033752
1993,Cruise Line Terminal,-2.997059983,53.40682474,,E01033753
1994,Keel Wharf,-2.98737143,53.395741,Queens Wharf,E01033750
1995,Sunbeam Road,-2.911180958,53.41386624,,E01006713
1996,Fitzgerald Road,-2.912275037,53.41366912,,E01032508
1997,Deysbrook Lane,-2.885289118,53.43563423,Tesco,E01006644
1998,Deysbrook Lane,-2.885206475,53.43600339,Princess PH,E01006644
1999,Lowerson Road,-2.931761705,53.43652113,Mencap Nursery,E01006600
2000,Boundary Street,-2.988317395,53.42616968,,E01006778
2001,Allerton Road,-2.867035616,53.37526424,,E01006795
2002,Crown Street,-2.96231455,53.40630986,Crown St,E01006747
2003,Aintree Hospital,-2.927121402,53.46399112,University Hospital Aintree,E01006660
2004,Aintree Hospital,-2.928090795,53.46492742,University Hospital Aintree,E01006659
2005,Speke Road,-2.866254414,53.37380473,St James Methodist Church,E01006533
2006,Church Road South,-2.867026543,53.37407778,St James Methodist Church,E01006795
2007,North Mossley Hill Road,-2.923404063,53.38152017,South Lodge,E01006551
2008,Woolton Road,-2.89467198,53.35701949,Garston station,E01006745
2009,Woolton Street,-2.867116661,53.37481421,,E01006795
2010,Alder Road,-2.897334528,53.42149478,Alder Road,E01006570
2011,Larchtree Mews,-2.888068404,53.4353709,Princess Drive,E01006644
2012,Broad Green Road,-2.901906173,53.40856133,Broadgreen Hospital,E01006567
2013,Commercial Road,-2.98629111,53.43030335,Sandhills Station,E01006778
2014,Stanley Road,-2.981802277,53.42557623,Hamlet House Pub,E01006779
2015,Boundary Street,-2.982435476,53.42562495,,E01006779
2016,Scotland Road,-2.981935286,53.42612345,,E01006779
2017,Boundary Street,-2.981524261,53.42592009,Hamlet House Pub,E01006779
2018,Bridgewater Street,-2.981312443,53.39712133,,E01006515
2019,Long Lane,-2.895224581,53.35901089,,E01006742
2020,Sir Thomas Street,-2.986331188,53.40798355,,E01033762
2021,Sir Thomas Street,-2.986259382,53.40748076,,E01033762
2022,Mann Island,-2.993597119,53.40475919,Mann Island,E01033752
2023,North John Street,-2.989974715,53.40746799,Town Hall,E01033752
2024,Maiden Lane,-2.936164135,53.43409566,Huxley Street,E01006606
2025,Hunts Cross Station,-2.855592732,53.35857356,Hunts Cross Station,E01006537
2026,Kirkdale Station,-2.979277202,53.44142639,Kirkdale Station,E01006699
2027,Greenland Street,-2.979981878,53.39484907,,E01006515
2028,Low Hill,-2.963436386,53.4106874,Royal Liverpool Hospital,E01006747
2029,Prescot Road,-2.905441732,53.41495261,,E01006565
2030,Easby Road,-2.984095745,53.43169676,,E01033764
2031,Kirkdale Station,-2.980680866,53.44027328,Kirkdale Station,E01006778
2032,Storrington Avenue,-2.911651516,53.44851462,,E01006672
2033,New Bird Street,-2.980534529,53.39533892,,E01033754
2034,South Hunter Street,-2.971734372,53.40182899,Philharmonic Pub,E01006513
2035,Standard Road,-2.903121879,53.45314574,Stonebridge Lane,E01006662
2036,Park Road,-2.965480166,53.3846839,,E01006632
2037,Hartsbourne Avenue,-2.875845377,53.40022495,Playing Fields,E01006769
2038,Banks Road,-2.892119661,53.34632378,,E01006738
2039,St John Bosco,-2.911519746,53.45079879,,E01006664
2040,Townsend Avenue,-2.932809829,53.44176243,Townsend Avenue,E01006603
2041,Woodend Lane,-2.854718717,53.34793695,,E01006739
2042,Maintree Crescent,-2.823312757,53.34584766,,E01006754
2043,All Saints Road,-2.854138025,53.34143312,,E01006741
2044,Chislehurst Avenue,-2.863743338,53.39306811,,E01006770
2045,Petherick Road,-2.895207626,53.46205927,Petherick Road,E01006661
2046,Norton St Coach Station,-2.976230189,53.41030482,Coach Station,E01033758
2047,Liverpool University,-2.965553697,53.4032095,Liverpool University,E01006512
2048,Lyndhurst Road,-3.005287887,53.49095461,,
2049,Newsham Street,-2.981780307,53.422664,Dolly Hickeys Pub,E01033764
2050,Sandhills Station,-2.990307098,53.43018921,Sandhills Station,E01006778
2051,Stanhope Street,-2.974792979,53.39350726,,E01006515
2052,Munster Road,-2.909126237,53.41416955,,E01006573
2053,Tunstall Street,-2.942943701,53.396289,Toxteth Park Cemetery,E01006556
2054,Albert Dock,-2.990817798,53.40037771,,E01033756
2055,Devondale Road,-2.913393355,53.38862653,,E01006593
2056,Coventry Road,-2.914496211,53.39027204,,E01006590
2057,Mossley Hill Station,-2.91724567,53.37827771,Templemore Avenue,E01006525
2058,Willow Way,-2.895869312,53.46200937,Petherick Road,E01006661
2059,Broad Lane,-2.925395587,53.44143359,,E01033759
2060,Porchester Road,-2.924941867,53.44133823,,E01033759
2061,Beresford Road,-2.965282511,53.38458662,Both Directions,E01006632
2062,Speke Church Road,-2.857743488,53.34446349,Speke Church,E01006739
2063,Invergarry Road,-2.911298985,53.45596004,,E01006662
2064,Invergarry Road,-2.910972193,53.45546815,,E01006663
2065,Walton Lane,-2.968205606,53.43321095,Anfield Road,E01006542
2066,Suffolk Street,-2.980173443,53.40122066,,E01033761
2067,Crown Street,-2.963342317,53.40785666,Royal Liverpool Hospital,E01006747
2068,Archbishop Blanche School,-2.944706431,53.39846836,,E01006752
2069,Rice Lane Rail Station,-2.962318385,53.45777114,,E01006785
2070,Liverpool Central Loop Line,-2.97915307,53.40459988,,E01033756
2071,Hunts Cross Rail Station,-2.855860957,53.36071099,,E01006538
2072,Edge Hill Rail Station,-2.94648296,53.40261615,,E01006720
2073,Old Roan Rail Station,-2.951071509,53.48689507,,
